application_id,Interview Taken on,Status,event_name,Department,Post Name,Offered Salary
74550,2014-07-07 09:34:00,Rejected,Male,Operations Department,b9,72022
786697,2014-06-24 16:55:00,Rejected,Female,Finance Department,i7,94114
937002,2014-06-24 16:57:00,Rejected,Female,Finance Department,i7,44569
709331,2014-06-24 16:58:00,Rejected,Female,Finance Department,i7,84452
249297,2014-05-13 09:34:00,Hired,Male,Sales Department,c9,75387
636366,2014-07-22 14:49:00,Rejected,Male,Sales Department,c9,72775
926184,2014-05-02 13:57:00,Hired,Male,Operations Department,c9,59961
311962,2014-05-02 13:58:00,Hired,Male,Operations Department,c9,43323
847124,2014-05-02 14:00:00,Hired,Female,Operations Department,c9,76724
235082,2014-05-02 13:58:00,Hired,Female,Operations Department,c9,35832
365644,2014-05-12 06:16:00,Rejected,Male,Operations Department,c9,74125
669899,2014-07-22 09:35:00,Hired,Male,Operations Department,c9,39395
798412,2014-07-22 09:34:00,Hired,Female,Operations Department,c9,76159
388435,2014-07-24 23:20:00,Hired,Male,Operations Department,c9,23442
642984,2014-07-24 23:22:00,Hired,Female,Operations Department,c9,34424
675956,2014-05-27 09:31:00,Rejected,Male,Operations Department,c9,23006
294977,2014-05-13 09:31:00,Hired,Male,Operations Department,c9,21338
599099,2014-05-18 09:48:00,Rejected,Male,Operations Department,c9,83408
771721,2014-05-18 09:52:00,Rejected,Female,Operations Department,c9,83887
704623,2014-05-19 09:49:00,Hired,Male,Operations Department,c9,26301
969042,2014-05-19 09:49:00,Hired,Male,Operations Department,c9,85160
631605,2014-05-13 09:31:00,Rejected,Male,Marketing Department,c8,51619
902094,2014-06-24 08:09:00,Hired,Male,Marketing Department,c8,74117
510862,2014-07-26 17:49:00,Hired,Male,Service Department,c9,70509
495076,2014-07-26 17:52:00,Rejected,Female,Service Department,c9,34627
627708,2014-08-18 19:32:00,Hired,Female,Service Department,c9,44987
122069,2014-08-09 16:14:00,Hired,Male,Purchase Department,c5,87079
527659,2014-06-04 17:09:00,Hired,Female,Operations Department,i5,37630
107783,2014-06-21 08:17:00,Rejected,Male,Operations Department,i5,81252
31461,2014-06-21 08:17:00,Hired,Male,Operations Department,i5,73684
302245,2014-05-06 17:39:00,Rejected,Female,Operations Department,c5,21638
275154,2014-05-06 17:44:00,Hired,Female,Operations Department,c5,34296
287494,2014-05-08 13:03:00,Hired,Male,Operations Department,i6,53935
100435,2014-05-10 10:58:00,Hired,Male,Operations Department,c5,79877
134343,2014-05-18 15:06:00,Hired,Female,Operations Department,c5,38364
337965,2014-05-18 15:07:00,Rejected,Don? want to say,Operations Department,c5,93936
811174,2014-05-19 14:35:00,Rejected,Male,Operations Department,i6,23030
553857,2014-05-19 14:36:00,Hired,Male,Operations Department,i6,82873
769485,2014-05-02 09:32:00,Hired,Male,Operations Department,c5,93649
944835,2014-05-08 17:06:00,Hired,Male,Operations Department,i6,34674
185279,2014-05-15 07:38:00,Hired,Don? want to say,Operations Department,c5,43019
948017,2014-05-24 09:47:00,Hired,Male,Operations Department,c5,80756
103836,2014-05-24 09:51:00,Hired,Male,Operations Department,c5,34773
206453,2014-05-30 14:03:00,Hired,Male,Operations Department,i6,30863
837861,2014-05-30 14:04:00,Hired,Male,Operations Department,i6,50500
550778,2014-06-12 08:48:00,Hired,Female,Operations Department,c5,95629
238407,2014-07-10 08:54:00,Hired,Female,Operations Department,i6,52278
659234,2014-08-08 09:32:00,Rejected,Female,Operations Department,c5,98590
664101,2014-08-08 09:33:00,Hired,Female,Operations Department,c5,41524
184275,2014-08-12 09:49:00,Hired,Male,Operations Department,i6,23504
818366,2014-08-12 09:50:00,Hired,Female,Operations Department,i6,84015
55833,2014-08-23 14:11:00,Hired,Male,Operations Department,c5,88439
232836,2014-08-29 14:19:00,Rejected,Female,Operations Department,c5,66735
58648,2014-08-29 14:21:00,Hired,Female,Operations Department,c5,63894
347119,2014-05-09 09:33:00,Hired,Female,Service Department,b9,74299
902584,2014-05-12 15:40:00,Rejected,Female,Service Department,b9,60580
27825,2014-05-12 15:42:00,Rejected,Female,Service Department,b9,67267
832733,2014-06-26 09:56:00,Hired,Male,Service Department,b9,41796
939447,2014-06-26 09:57:00,Rejected,Don? want to say,Service Department,b9,80720
214501,2014-05-30 15:47:00,Rejected,Female,Operations Department,i7,46041
75454,2014-06-06 10:23:00,Hired,Male,Operations Department,i7,88514
500425,2014-06-06 17:32:00,Rejected,Male,Operations Department,c8,36170
500314,2014-08-11 22:30:00,Rejected,Male,Purchase Department,i5,50952
678447,2014-08-11 22:30:00,Rejected,Don? want to say,Purchase Department,i5,93306
920049,2014-08-01 14:18:00,Rejected,Female,Service Department,c5,52934
990597,2014-08-01 17:37:00,Hired,Female,Service Department,c5,24433
611996,2014-08-01 17:39:00,Rejected,Male,Service Department,c5,60038
380112,2014-08-01 17:41:00,Hired,Female,Service Department,c5,33740
555507,2014-08-05 13:37:00,Hired,Male,Service Department,c5,71637
174767,2014-08-05 13:38:00,Hired,Male,Service Department,c5,40992
96895,2014-08-06 12:08:00,Rejected,Male,Service Department,c5,83569
711793,2014-08-06 12:09:00,Hired,Male,Service Department,c5,64853
638645,2014-08-06 12:10:00,Rejected,Male,Service Department,c5,71536
571572,2014-08-06 12:11:00,Hired,Male,Service Department,c5,25710
826990,2014-08-06 12:12:00,Rejected,Male,Service Department,c5,31730
262440,2014-05-26 09:36:00,Rejected,Female,Finance Department,c9,75095
669642,2014-05-30 10:06:00,Rejected,Female,Service Department,i7,41697
998515,2014-05-30 10:08:00,Hired,Male,Service Department,i7,46623
620966,2014-05-30 10:09:00,Rejected,Male,Service Department,i7,32546
706218,2014-06-09 09:33:00,Rejected,Female,Service Department,i7,72014
304127,2014-05-27 16:27:00,Hired,Male,Operations Department,c8,93664
229283,2014-08-17 08:44:00,Hired,Male,Service Department,b9,88015
315371,2014-08-17 08:46:00,Hired,Female,Service Department,b9,65244
629397,2014-08-30 07:13:00,Hired,Female,Service Department,b9,54521
543947,2014-08-30 07:14:00,Rejected,Male,Service Department,b9,83568
681119,2014-06-16 09:31:00,Rejected,Female,Service Department,i7,49010
411569,2014-07-28 09:32:00,Rejected,Male,Service Department,c5,87673
896621,2014-07-28 09:34:00,Hired,Male,Service Department,c5,77094
609311,2014-05-31 16:54:00,Rejected,Female,Operations Department,i5,75764
709462,2014-06-09 09:32:00,Hired,Male,Operations Department,i5,76421
894161,2014-06-11 11:48:00,Hired,Female,Operations Department,c5,23726
186172,2014-06-24 09:32:00,Hired,Female,Operations Department,b9,89244
621635,2014-05-02 16:43:00,Rejected,Female,Sales Department,c5,39267
216398,2014-05-02 16:43:00,Hired,Male,Sales Department,c5,43446
378608,2014-05-22 11:30:00,Rejected,Male,Sales Department,c5,25251
298677,2014-05-22 11:33:00,Rejected,Female,Sales Department,c5,28369
992524,2014-05-28 12:14:00,Hired,Female,Sales Department,c5,61587
702719,2014-05-28 12:17:00,Hired,Male,Sales Department,c5,38751
106588,2014-06-05 16:15:00,Rejected,Female,Sales Department,c5,67845
799844,2014-06-05 16:17:00,Hired,Male,Sales Department,c5,46877
107768,2014-06-14 13:25:00,Hired,Male,Sales Department,c5,90882
147703,2014-06-23 18:45:00,Rejected,Female,Sales Department,c5,75895
279879,2014-07-02 16:00:00,Hired,Male,Sales Department,c5,21816
226229,2014-07-10 19:03:00,Hired,Male,Sales Department,c5,85610
189271,2014-07-10 19:03:00,Hired,Female,Sales Department,c5,86885
931211,2014-07-10 19:01:00,Hired,Female,Sales Department,c5,62325
665658,2014-07-10 19:05:00,Hired,Female,Sales Department,c5,50639
446038,2014-07-10 19:06:00,Hired,Female,Sales Department,c5,28980
788752,2014-07-18 17:37:00,Rejected,Male,Sales Department,c5,85392
326768,2014-07-30 12:14:00,Rejected,Male,Service Department,c5,74244
961990,2014-05-20 09:31:00,Rejected,Female,General Management,c9,87509
213135,2014-05-20 09:31:00,Hired,Female,General Management,c9,87967
137375,2014-07-22 09:31:00,Hired,Female,General Management,c9,23628
865053,2014-08-27 17:00:00,Rejected,Female,Marketing Department,i5,42337
458505,2014-06-10 09:31:00,Hired,Male,Marketing Department,c9,88355
714873,2014-06-10 09:32:00,Rejected,Female,Marketing Department,c9,95991
91111,2014-06-25 09:32:00,Hired,Male,Operations Department,c9,90355
787156,2014-07-09 09:31:00,Rejected,Male,Operations Department,c9,42832
945207,2014-05-14 09:32:00,Hired,Male,Service Department,i6,79204
194975,2014-05-14 09:32:00,Hired,Female,Service Department,i6,50280
596025,2014-07-02 09:33:00,Hired,Male,Service Department,i6,90204
651866,2014-07-02 09:33:00,Rejected,Male,Service Department,i6,74853
705751,2014-07-02 09:34:00,Hired,Female,Service Department,i6,40857
771111,2014-07-02 09:35:00,Rejected,Female,Service Department,i6,52640
838147,2014-07-14 13:08:00,Rejected,Female,Service Department,i6,54775
619001,2014-07-14 13:07:00,Rejected,Don? want to say,Service Department,i6,79476
813726,2014-07-14 15:41:00,Rejected,Male,Service Department,i6,22578
294269,2014-07-15 09:10:00,Hired,Male,Service Department,i6,37815
399600,2014-07-15 09:13:00,Hired,Male,Service Department,i6,89659
201804,2014-07-15 09:13:00,Rejected,Male,Service Department,i6,41483
554095,2014-05-22 10:12:00,Hired,Male,Operations Department,i6,34588
126252,2014-05-30 15:17:00,Hired,Male,Operations Department,i6,41157
101434,2014-06-17 14:57:00,Hired,Female,Operations Department,i6,82135
115579,2014-06-17 15:01:00,Hired,Male,Operations Department,i6,76291
432166,2014-06-20 07:33:00,Hired,Male,Operations Department,i6,39270
377160,2014-06-20 07:38:00,Hired,Male,Operations Department,i6,83734
727510,2014-06-20 07:39:00,Hired,Male,Operations Department,i6,58419
820716,2014-06-24 18:00:00,Hired,Male,Operations Department,i6,76090
63948,2014-05-02 18:58:00,Hired,Female,Operations Department,i5,78389
773795,2014-08-14 15:26:00,Hired,Don? want to say,Operations Department,i5,28477
809978,2014-06-27 14:04:00,Hired,Male,Operations Department,i7,85187
533072,2014-08-27 10:21:00,Hired,Male,Operations Department,c8,60231
456716,2014-08-27 10:24:00,Rejected,Male,Operations Department,c8,36746
120961,2014-05-01 09:33:00,Rejected,Male,Sales Department,i6,47233
260474,2014-05-09 09:32:00,Rejected,Male,Operations Department,i5,89212
402828,2014-05-09 09:32:00,Hired,Female,Operations Department,i5,20285
535927,2014-05-17 20:43:00,Hired,Don? want to say,Operations Department,i5,87974
163731,2014-05-19 18:00:00,Rejected,Male,Operations Department,i5,40750
41523,2014-05-19 18:00:00,Hired,Female,Operations Department,i5,47394
412637,2014-05-30 09:32:00,Rejected,Don? want to say,Operations Department,i5,35208
684308,2014-06-23 10:02:00,Hired,Don? want to say,Operations Department,i5,45677
567566,2014-05-22 18:41:00,Hired,Female,Operations Department,i6,76190
331482,2014-05-28 17:36:00,Rejected,Male,Operations Department,i6,85181
791869,2014-05-28 17:38:00,Rejected,Male,Operations Department,i6,43998
514518,2014-05-28 17:40:00,Hired,Male,Operations Department,i6,75838
880677,2014-06-07 19:59:00,Hired,Male,Operations Department,i6,47669
587140,2014-06-09 12:13:00,Hired,Male,Operations Department,i6,96520
907345,2014-08-22 09:31:00,Hired,Male,Operations Department,i6,38140
463879,2014-08-22 09:32:00,Rejected,Male,Operations Department,i6,39857
734752,2014-08-22 09:32:00,Rejected,Male,Operations Department,i6,65972
569637,2014-06-13 09:32:00,Hired,Don? want to say,Service Department,i5,28973
790921,2014-08-25 12:11:00,Rejected,Male,Service Department,i5,20429
952941,2014-07-26 09:32:00,Hired,Male,Service Department,c9,84076
960244,2014-07-26 09:32:00,Hired,Male,Service Department,c9,59122
580852,2014-07-23 18:40:00,Rejected,Male,Service Department,c9,27954
496208,2014-08-16 16:13:00,Hired,Male,Service Department,i5,56076
187773,2014-06-02 09:32:00,Rejected,Male,Operations Department,b9,66781
265723,2014-05-14 12:19:00,Hired,Male,Operations Department,c9,55316
271192,2014-06-03 17:42:00,Rejected,Female,Marketing Department,c5,94197
12289,2014-06-03 17:43:00,Hired,Male,Marketing Department,c5,65697
666242,2014-08-04 09:34:00,Hired,Male,Marketing Department,c5,97394
349387,2014-08-04 09:35:00,Rejected,Male,Marketing Department,c5,72392
965315,2014-08-16 12:26:00,Hired,Male,Marketing Department,c5,75130
714755,2014-08-16 12:28:00,Hired,Male,Marketing Department,c5,87943
958624,2014-08-27 09:06:00,Hired,Female,Marketing Department,c5,67152
865900,2014-06-23 09:32:00,Hired,Female,Service Department,c5,86665
803551,2014-06-13 10:22:00,Rejected,Female,General Management,c8,67827
870513,2014-06-13 10:26:00,Hired,Female,General Management,c8,98583
991691,2014-06-13 10:26:00,Hired,Female,General Management,c8,51925
392116,2014-06-13 10:27:00,Rejected,Female,General Management,c8,98278
603744,2014-06-20 00:06:00,Hired,Female,General Management,i7,77953
985432,2014-06-26 12:01:00,Hired,Female,General Management,c8,79311
843215,2014-06-26 12:03:00,Hired,Female,General Management,c8,49233
590543,2014-06-10 09:35:00,Hired,Female,General Management,i7,46329
711803,2014-06-12 10:07:00,Rejected,Female,General Management,i7,78719
804455,2014-06-12 10:10:00,Rejected,Female,General Management,i7,26511
615453,2014-08-12 09:31:00,Rejected,Female,General Management,i7,61363
539962,2014-08-13 14:43:00,Rejected,Female,General Management,i7,40121
556195,2014-08-22 15:12:00,Hired,Female,General Management,i7,55770
28862,2014-08-22 15:14:00,Hired,Female,General Management,i7,80190
876875,2014-08-29 10:53:00,Hired,Female,General Management,i7,30855
777528,2014-08-29 10:54:00,Hired,Female,General Management,i7,33025
452098,2014-08-29 10:54:00,Hired,Female,General Management,i7,47169
205941,2014-08-12 09:31:00,Hired,Male,Service Department,i5,28332
248630,2014-05-27 09:32:00,Hired,Male,Service Department,i7,25026
427635,2014-05-27 09:34:00,Rejected,Male,Service Department,i7,66424
17800,2014-07-08 09:32:00,Hired,Male,Service Department,i7,31177
800368,2014-05-06 09:34:00,Hired,Female,General Management,i7,28162
489970,2014-05-06 09:35:00,Hired,Female,General Management,i7,89007
421682,2014-05-16 09:22:00,Hired,Female,General Management,i7,39471
435230,2014-05-24 16:28:00,Hired,Female,General Management,c5,25883
519412,2014-05-24 16:28:00,Rejected,Female,General Management,c5,45508
413223,2014-05-24 16:33:00,Hired,Female,General Management,c5,39376
343603,2014-05-25 14:32:00,Hired,Female,General Management,i7,40400
989586,2014-05-25 14:33:00,Hired,Female,General Management,i7,58860
582618,2014-05-29 10:00:00,Rejected,Female,General Management,i7,37678
287595,2014-05-29 10:01:00,Hired,Female,General Management,i7,58224
303721,2014-06-01 19:39:00,Hired,Female,General Management,i7,71666
372528,2014-06-01 19:40:00,Rejected,Female,General Management,i7,60464
344852,2014-06-01 19:42:00,Rejected,Female,General Management,i7,24559
509501,2014-06-03 11:08:00,Hired,Don? want to say,General Management,c5,59639
165066,2014-07-22 09:38:00,Hired,Female,General Management,i7,57870
609192,2014-07-31 17:26:00,Rejected,Female,General Management,c5,60528
443270,2014-07-31 17:26:00,Hired,Female,General Management,c5,80493
92784,2014-07-31 17:27:00,Rejected,Female,General Management,c5,82622
949454,2014-07-29 14:41:00,Hired,Female,General Management,i7,68253
183437,2014-07-29 14:43:00,Rejected,Female,General Management,i7,77434
696100,2014-07-29 14:44:00,Rejected,Female,General Management,i7,72612
880828,2014-07-29 14:44:00,Rejected,Female,General Management,i7,69015
94151,2014-08-09 14:58:00,Hired,Female,General Management,i7,39237
83730,2014-08-15 14:41:00,Rejected,Female,General Management,i7,88574
886375,2014-08-15 14:43:00,Rejected,Female,General Management,i7,60485
256431,2014-08-22 10:38:00,Hired,Female,General Management,c5,36942
540401,2014-08-19 09:32:00,Hired,Male,Sales Department,c5,53483
64540,2014-08-26 18:52:00,Hired,Male,Sales Department,c5,56041
524839,2014-06-24 09:31:00,Hired,Male,Sales Department,c9,90307
484833,2014-07-22 09:32:00,Hired,Male,Sales Department,c9,91643
399087,2014-08-05 09:31:00,Hired,Male,Sales Department,c9,48485
20051,2014-05-07 09:32:00,Rejected,Don? want to say,Sales Department,c5,92812
943287,2014-05-08 09:32:00,Hired,Male,Operations Department,c9,33202
184016,2014-05-08 09:33:00,Rejected,Male,Operations Department,c9,93071
712512,2014-05-08 09:34:00,Hired,Male,Operations Department,c9,42237
551794,2014-05-07 14:11:00,Hired,Male,Operations Department,c9,41403
95527,2014-06-13 16:06:00,Hired,Male,Operations Department,c9,93290
657708,2014-06-09 12:24:00,Hired,Male,Sales Department,c8,60798
827108,2014-05-02 09:31:00,Rejected,Male,Service Department,c9,70991
888298,2014-05-03 17:04:00,Rejected,Female,Service Department,c9,41722
357906,2014-05-03 17:05:00,Rejected,Female,Service Department,c9,52654
926580,2014-05-23 15:34:00,Hired,Male,Service Department,c9,77323
448075,2014-05-16 09:34:00,Hired,Female,Service Department,c9,86573
68425,2014-05-16 09:35:00,Rejected,Female,Service Department,c9,29051
357815,2014-05-16 09:36:00,Hired,Female,Service Department,c9,97038
894104,2014-05-22 11:39:00,Rejected,Female,Service Department,c9,40192
714233,2014-05-22 11:42:00,Hired,Male,Service Department,c9,92229
660970,2014-06-16 09:31:00,Hired,Male,Sales Department,c9,97789
49745,2014-06-16 09:31:00,Rejected,Male,Sales Department,c9,48963
24489,2014-06-16 09:41:00,Hired,Male,Sales Department,i5,32450
905795,2014-07-03 13:46:00,Rejected,Male,Sales Department,i5,70706
339684,2014-07-28 09:31:00,Hired,Male,Service Department,i7,44548
544070,2014-07-18 15:06:00,Rejected,Male,Production Department,i1,33063
488750,2014-05-12 09:33:00,Rejected,Female,Operations Department,c5,79784
814562,2014-05-12 09:34:00,Hired,Female,Operations Department,c5,83617
516103,2014-05-19 17:05:00,Hired,Don? want to say,Operations Department,c5,37668
339644,2014-06-10 07:03:00,Hired,Female,Service Department,c5,31627
240727,2014-06-10 07:05:00,Hired,Male,Service Department,c5,31340
188776,2014-06-10 07:06:00,Hired,Male,Service Department,c5,60853
152958,2014-06-10 07:07:00,Rejected,Male,Service Department,c5,81920
885993,2014-06-10 15:45:00,Hired,Female,Service Department,c5,60458
26869,2014-06-10 15:47:00,Hired,Male,Service Department,c5,42315
52457,2014-06-30 18:32:00,Hired,Male,Service Department,c5,65290
54648,2014-07-10 08:24:00,Rejected,Male,Service Department,c5,57040
798336,2014-07-10 08:26:00,Rejected,Female,Service Department,c5,57566
893144,2014-07-10 08:31:00,Rejected,Male,Service Department,c5,95324
719910,2014-07-17 12:45:00,Hired,Male,Service Department,c5,73988
943656,2014-07-17 12:46:00,Hired,Female,Service Department,c5,87176
864866,2014-07-24 11:21:00,Hired,Male,Service Department,c5,30653
593219,2014-08-08 18:23:00,Hired,Female,Service Department,c5,46299
868653,2014-08-18 09:31:00,Hired,Male,Service Department,c5,51839
468586,2014-08-18 09:33:00,Hired,Female,Service Department,c5,71083
852718,2014-08-18 09:37:00,Hired,Female,Service Department,c5,81245
102164,2014-08-19 09:31:00,Hired,Male,Service Department,c5,82448
820494,2014-08-19 09:34:00,Hired,Male,Service Department,c5,40154
318592,2014-08-19 09:37:00,Hired,Male,Service Department,c5,83637
34851,2014-08-31 16:47:00,Hired,Male,Service Department,c5,26908
594996,2014-08-31 16:48:00,Rejected,Female,Service Department,c5,94226
231370,2014-05-08 09:38:00,Hired,Male,Service Department,c5,85076
866724,2014-05-08 09:38:00,Hired,Male,Service Department,c5,81111
107624,2014-05-22 13:12:00,Hired,Male,Production Department,c9,28974
319905,2014-07-29 21:49:00,Rejected,Male,Production Department,c9,40767
728175,2014-08-12 09:32:00,Hired,Female,Service Department,c5,95528
576375,2014-08-18 12:42:00,Hired,Male,Service Department,i7,35795
289325,2014-05-19 07:36:00,Hired,Female,Service Department,c5,21988
856141,2014-05-20 09:32:00,Rejected,Male,Operations Department,i7,22508
356398,2014-05-27 12:13:00,Hired,Male,Operations Department,i7,55254
446111,2014-05-28 09:33:00,Hired,Male,Operations Department,c5,46261
661687,2014-06-04 13:49:00,Hired,Female,Operations Department,c5,62921
462821,2014-06-04 13:49:00,Hired,Don? want to say,Operations Department,c5,77888
385084,2014-07-25 13:30:00,Hired,Male,Service Department,i7,44649
648497,2014-06-09 08:06:00,Hired,Male,Operations Department,c5,91868
782375,2014-06-17 12:46:00,Hired,Male,Operations Department,c5,29213
635222,2014-06-17 12:47:00,Rejected,Male,Operations Department,c5,44465
497576,2014-06-17 12:47:00,Hired,Male,Operations Department,c5,57523
387477,2014-06-17 12:48:00,Hired,Female,Operations Department,c5,53615
779639,2014-05-15 19:37:00,Hired,Female,Operations Department,c5,68294
887127,2014-05-12 08:33:00,Hired,Female,Operations Department,c5,30614
29295,2014-05-12 08:37:00,Hired,Male,Operations Department,c5,41964
855241,2014-05-12 08:32:00,Hired,Don? want to say,Operations Department,c5,45191
271089,2014-05-12 09:13:00,Rejected,Male,Operations Department,c5,96041
378743,2014-05-29 18:15:00,Rejected,Male,Operations Department,c5,27190
95496,2014-05-29 21:42:00,Hired,Male,Operations Department,c5,24782
971957,2014-06-12 08:34:00,Hired,Male,Operations Department,c5,76181
654427,2014-06-12 08:31:00,Rejected,Female,Operations Department,c5,53660
155708,2014-05-31 14:06:00,Hired,Male,Operations Department,c5,61643
708125,2014-05-31 14:08:00,Rejected,Male,Operations Department,c5,70430
582635,2014-06-02 03:15:00,Rejected,Male,Operations Department,c5,77272
286547,2014-06-06 18:34:00,Hired,Female,Operations Department,c5,73559
487282,2014-06-06 18:35:00,Rejected,Female,Operations Department,c5,54274
940819,2014-06-06 18:38:00,Hired,Female,Operations Department,c5,94677
808006,2014-06-06 18:39:00,Hired,Male,Operations Department,c5,36887
228903,2014-07-19 18:30:00,Rejected,Female,Operations Department,c9,93345
921308,2014-07-19 18:32:00,Hired,Male,Operations Department,c9,31438
950993,2014-08-14 09:31:00,Rejected,Don? want to say,Human Resource Department,i5,65270
503906,2014-08-23 11:07:00,Hired,Male,Human Resource Department,i5,70176
863564,2014-06-19 09:31:00,Hired,Male,Operations Department,i5,65197
598901,2014-05-01 09:34:00,Hired,Female,Finance Department,c9,48485
321013,2014-05-23 02:06:00,Hired,Female,Finance Department,c9,60821
368107,2014-06-26 09:33:00,Hired,Female,Finance Department,c9,72342
591934,2014-06-27 09:19:00,Hired,Female,Finance Department,c9,54161
17705,2014-06-27 09:20:00,Rejected,Female,Finance Department,c9,88585
634127,2014-06-27 09:20:00,Rejected,Female,Finance Department,c9,75995
138292,2014-06-27 09:21:00,Hired,Female,Finance Department,c9,71266
898973,2014-07-09 13:03:00,Rejected,Female,Finance Department,c9,20359
948183,2014-07-09 13:03:00,Rejected,Female,Finance Department,c9,24637
464525,2014-08-07 09:38:00,Hired,Female,Finance Department,c9,67224
313111,2014-08-18 11:55:00,Hired,Female,Finance Department,c9,36531
641673,2014-05-24 18:28:00,Rejected,Female,Human Resource Department,c5,94692
344006,2014-05-24 18:29:00,Hired,Male,Human Resource Department,c5,92808
689821,2014-06-06 12:20:00,Hired,Female,Human Resource Department,c5,46043
610153,2014-06-04 19:20:00,Hired,Male,Sales Department,i5,31730
669053,2014-06-16 07:09:00,Rejected,Male,Sales Department,i5,27929
997125,2014-07-14 07:02:00,Rejected,Male,Sales Department,i5,82697
548533,2014-07-26 01:19:00,Rejected,Male,Sales Department,i5,21815
104406,2014-07-26 01:19:00,Rejected,Male,Sales Department,i5,72483
860046,2014-08-01 16:07:00,Hired,Male,Sales Department,i7,43187
218715,2014-08-01 16:10:00,Rejected,Female,Sales Department,i7,36580
196569,2014-08-01 16:07:00,Rejected,Female,Sales Department,i7,38193
227866,2014-08-01 16:08:00,Hired,Female,Sales Department,i7,54120
479702,2014-08-16 11:30:00,Rejected,Female,Sales Department,i7,80223
533468,2014-08-04 09:32:00,Hired,Female,Sales Department,i7,22019
698761,2014-08-04 09:34:00,Hired,Female,Sales Department,i7,33667
634055,2014-08-04 09:37:00,Rejected,Female,Sales Department,i7,25657
633958,2014-07-07 09:32:00,Rejected,Male,Purchase Department,i7,37853
197169,2014-06-02 09:38:00,Rejected,Male,Operations Department,c8,98968
225384,2014-05-26 09:31:00,Hired,Male,Operations Department,c5,77939
972195,2014-08-19 09:31:00,Hired,Male,Operations Department,c5,47164
458491,2014-07-15 19:59:00,Rejected,Don? want to say,Finance Department,c5,93263
654063,2014-08-06 11:43:00,Rejected,Female,Finance Department,c5,22912
403729,2014-06-18 09:32:00,Hired,Female,Service Department,i6,96315
556271,2014-06-24 12:25:00,Hired,Male,Service Department,i6,47449
323810,2014-06-24 12:26:00,Hired,Female,Service Department,i6,61337
372692,2014-07-02 11:31:00,Rejected,Female,Service Department,i6,77329
75604,2014-05-05 12:58:00,Hired,Male,Service Department,c5,88226
484721,2014-05-06 18:25:00,Rejected,Female,Service Department,c5,61756
883770,2014-05-09 07:16:00,Hired,Male,Service Department,c5,54585
774683,2014-08-28 09:31:00,Hired,Female,Finance Department,c9,50604
978058,2014-05-08 09:33:00,Hired,Male,Marketing Department,c5,56575
125548,2014-05-08 09:34:00,Rejected,Female,Marketing Department,c5,45815
908214,2014-06-26 09:32:00,Hired,Female,Marketing Department,c5,48007
618160,2014-07-31 09:32:00,Rejected,Female,Marketing Department,c5,69076
824459,2014-07-30 01:32:00,Rejected,Don? want to say,Service Department,c9,75273
601533,2014-08-07 15:35:00,Hired,Don? want to say,Service Department,c9,42529
114265,2014-08-22 13:57:00,Hired,Female,Service Department,c9,81743
339175,2014-05-18 07:05:00,Rejected,Female,Service Department,c5,46215
980636,2014-06-27 09:32:00,Hired,Male,Service Department,c5,64507
172700,2014-07-01 08:14:00,Rejected,Male,Service Department,c5,83014
851534,2014-07-01 08:14:00,Rejected,Female,Service Department,c5,64240
660138,2014-06-16 09:31:00,Hired,Male,Sales Department,c9,27018
107686,2014-06-16 09:32:00,Rejected,Male,Sales Department,c9,53967
381271,2014-05-19 09:31:00,Hired,Female,Finance Department,i1,85440
984518,2014-05-19 09:33:00,Rejected,Female,Finance Department,i1,65617
61075,2014-05-19 09:37:00,Rejected,Female,Finance Department,i1,27855
176247,2014-07-22 23:49:00,Rejected,Female,Finance Department,i1,54276
295044,2014-07-22 23:51:00,Hired,Female,Finance Department,i1,51283
951132,2014-08-11 09:36:00,Hired,Female,Finance Department,i5,67781
56735,2014-08-12 16:20:00,Rejected,Female,Finance Department,i5,37796
595633,2014-08-12 16:22:00,Hired,Female,Finance Department,i5,43830
621146,2014-08-12 16:25:00,Rejected,Female,Finance Department,i5,65933
997919,2014-08-12 16:26:00,Hired,Female,Finance Department,i5,37145
254251,2014-08-19 16:32:00,Hired,Female,Finance Department,c9,27741
32223,2014-05-13 19:24:00,Hired,Male,Sales Department,i7,21586
687825,2014-05-13 19:27:00,Hired,Female,Sales Department,i7,27577
715896,2014-05-13 19:28:00,Hired,Male,Sales Department,i7,73304
903621,2014-07-14 09:33:00,Hired,Female,Sales Department,i7,38917
605511,2014-05-27 08:52:00,Hired,Male,Operations Department,i6,49865
810634,2014-05-27 08:54:00,Hired,Male,Operations Department,i6,93020
408953,2014-06-17 12:59:00,Rejected,Male,Operations Department,i5,90365
65996,2014-06-17 13:01:00,Hired,Male,Operations Department,i5,90336
436789,2014-06-10 09:33:00,Hired,Male,Operations Department,i5,78916
190528,2014-06-10 09:34:00,Hired,Male,Operations Department,i5,43024
307921,2014-08-27 13:26:00,Rejected,Female,Operations Department,i5,53611
547592,2014-07-04 13:29:00,Rejected,Male,Service Department,c5,95105
399830,2014-07-10 11:17:00,Hired,Female,Service Department,c5,43250
574816,2014-07-10 11:58:00,Hired,Male,Service Department,c5,93120
800023,2014-07-10 12:01:00,Hired,Female,Service Department,c5,83237
563352,2014-07-11 14:01:00,Hired,Male,Service Department,c5,86886
613506,2014-07-14 12:35:00,Hired,Male,Service Department,c5,33447
399679,2014-05-13 09:35:00,Hired,Female,Operations Department,c9,75625
